  504.19, -198.61,  580.07
  500.84,  -66.61,  583.56
  452.15,  -13.84,  618.04
  452.15,  -13.84,  618.04
  490.70,  -34.91,  601.73
  657.30, -115.11,  429.32
  636.90, -234.36,  454.92
  636.90, -234.36,  454.92
  528.89, -432.53,  481.08
  428.95, -458.09,  631.56
  282.94, -447.52,  884.91
  282.94, -447.52,  884.91
  177.81, -325.78, 1065.13
  -42.76,   64.24, 1133.12
 -187.14,  369.39, 1055.35
 -187.14,  369.39, 1055.35
 -208.50,  556.39,  933.68
  -22.95,  628.02,  846.78
  459.91,  468.90,  770.53
  752.35,  -71.52,  680.55
  752.35,  -71.52,  680.55
  576.35, -627.26,  605.16
  173.32, -838.06,  547.26
 -262.57, -921.01,   83.31
 -262.57, -921.01,   83.31
 -333.01, -814.72, -421.69
 -478.87, -594.10, -638.00
 -480.10, -291.87, -843.64
 -480.10, -291.87, -843.64
 -627.13, -133.10, -753.79
 -601.06,  146.57, -713.28
 -281.23,  295.65, -848.68
 -281.23,  295.65, -848.68
 -187.92,  131.56, -931.40
  159.64, -483.13, -793.44
  545.98, -790.30, -194.22
  545.98, -790.30, -194.22
  777.90, -538.95,  401.87
  849.77, -299.28,  503.92
  850.65, -100.56,  577.12
  850.65, -100.56,  577.12
  868.89, -325.13,  497.49
  702.95, -455.66,  649.07
  479.87, -620.68,  711.89
  479.87, -620.68,  711.89
  347.12, -332.37,  939.53
  714.06,  512.84,  640.76
  838.92,  460.91, -454.32
  626.49, -605.43, -543.88
  626.49, -605.43, -543.88
  418.19, -961.22,  -87.47
  107.75,-1033.81,  131.16
 -445.81, -981.58,  -23.59
 -445.81, -981.58,  -23.59
 -451.57, -955.10,   28.91
 -308.73, -996.75,  129.85
 -686.76, -791.05, -244.13
 -686.76, -791.05, -244.13
 -814.41,   28.05, -694.28
 -459.42,  722.42, -479.42
   19.21,  913.68,  105.20
   19.21,  913.68,  105.20
  369.18,  795.67,  401.42
  393.35,  667.87,  574.97
  249.85,  624.74,  625.87
  249.85,  624.74,  625.87
 -152.10,  893.65,  404.98
 -451.26, 1025.40, -247.75
 -229.28,  417.71,-1049.62
 -229.28,  417.71,-1049.62
  342.33, -354.69, -934.58
  634.33, -538.54, -647.17
  942.20, -234.53, -402.62
  942.20, -234.53, -402.62
 1059.07,  309.42, -142.49
  797.66,  787.52,  283.28
  141.46, 1037.32,  463.47
 -371.97,  983.68,  559.21
 -371.97,  983.68,  559.21
 -594.83,  891.40,  578.65
 -576.83,  921.47,  486.64
 -459.53,  942.58,  355.74
 -459.53,  942.58,  355.74
 -357.60,  876.87,  256.30
  -99.96,  917.04,  120.21
  132.26,  854.69, -175.89
  132.26,  854.69, -175.89
  135.86,  771.80, -244.33
  574.08,  683.09,  -38.92
  956.20, -121.93,  377.19
  956.20, -121.93,  377.19
  332.62, -910.55,  382.96
 -192.14, -955.91, -211.18
 -252.59, -522.11, -883.66
 -252.59, -522.11, -883.66
   64.32,  289.37,-1005.09
   93.76,  856.04, -516.62
   28.48,  962.45,   54.50
   28.48,  962.45,   54.50
 -330.78,  860.61,  326.62
 -141.13, 1083.20,  342.08
 1169.46,  590.68,   10.53
 1169.46,  590.68,   10.53
  399.55,-1114.16,  -28.89
 -464.59, -924.00,  118.89
 -749.06, -555.83,  196.09
 -821.91, -521.00,   94.31
 -821.91, -521.00,   94.31
 -145.98,-1075.99,   98.87
  866.83, -533.44,  577.61
  284.65,  376.83,  922.08
  284.65,  376.83,  922.08
 -422.00,  480.88,  660.65
 -556.90,  468.31,  544.50
 -280.80,  677.03,  594.49
 -280.80,  677.03,  594.49
  563.22,  885.67,  260.47
  671.98,  691.03, -436.41
  161.97,  826.45, -620.21
  161.97,  826.45, -620.21
 -224.22,  888.72, -401.79
 -406.21,  796.86, -316.06
 -235.65,  866.77, -192.55
 -235.65,  866.77, -192.55
  248.90,  882.63,  295.99
  482.75,  498.64,  690.18
  506.86,   46.54,  833.85
  506.86,   46.54,  833.85
  323.74, -327.06,  836.16
  -62.72, -468.03,  767.82
 -237.15, -418.95,  783.31
 -237.15, -418.95,  783.31
 -455.48,  -79.34,  783.72
 -538.38,  351.49,  692.41
 -138.52,  682.86,  675.50
  614.35,  485.06,  683.33
  614.35,  485.06,  683.33
  895.83, -228.57,  540.84
  526.97, -704.53,  579.49
  219.27, -736.45,  686.46
  219.27, -736.45,  686.46
 -111.18, -810.66,  543.47
 -349.37, -931.72, -173.07
 -166.97, -542.75, -830.92
 -166.97, -542.75, -830.92
  -11.90,  261.31, -942.61
   64.06,  818.35, -501.76
  198.83,  907.21,   95.19
  198.83,  907.21,   95.19
  375.81,  677.52,  523.67
  509.61,  378.67,  703.86
  629.75,   81.36,  777.11
  629.75,   81.36,  777.11
  629.42, -276.67,  780.05
  350.25, -682.98,  737.66
   65.37, -653.29,  839.52
   65.37, -653.29,  839.52
  -43.88, -395.11,  955.48
   64.43,   52.36, 1009.46
  365.01,  342.32,  905.18
  365.01,  342.32,  905.18
  442.70,  417.89,  822.93
  539.50,  360.92,  817.24
  676.84,  173.09,  795.27
  734.08,  -10.12,  773.41
  734.08,  -10.12,  773.41
  765.46, -205.23,  729.68
  723.36, -471.88,  658.11
  551.88, -736.32,  571.51
  551.88, -736.32,  571.51
  251.41, -897.13,  477.14
  -48.57, -961.75,  309.23
 -271.49, -954.67,  -60.10
 -271.49, -954.67,  -60.10
 -365.49, -855.13, -388.95
 -362.11, -637.33, -676.38
 -283.30, -208.32, -916.60
 -283.30, -208.32, -916.60
 -305.58,  179.33, -906.78
 -220.96,  606.75, -703.14
  -40.15,  879.08, -321.30
  -40.15,  879.08, -321.30
  150.76,  848.91,  278.16
  390.48,  612.84,  576.93
  612.96,  290.76,  713.44
  612.96,  290.76,  713.44
  705.23,   -1.05,  732.47
  584.31,  -60.44,  794.83
  302.87,  111.19,  796.82
  302.87,  111.19,  796.82
   48.55,  150.37,  763.49
   64.56,  140.46,  821.44
  240.62,  -36.63,  916.94
  272.64, -230.97,  965.50
  272.64, -230.97,  965.50
  223.24, -445.74,  974.54
  207.45, -461.54, 1009.90
  160.03, -329.31, 1097.59
  160.03, -329.31, 1097.59
    3.07, -141.07, 1097.71
  -39.38,   78.92, 1009.04
   14.45,  191.92,  948.13
   14.45,  191.92,  948.13
