   60.65, -372.98, -870.16
   67.99, -369.25, -886.33
   68.65, -367.84, -884.24
   67.19, -363.52, -872.73
   75.05, -357.88, -889.80
   70.67, -370.44, -884.88
   59.23, -376.30, -878.87
   74.20, -373.96, -881.82
   68.89, -360.44, -879.47
   66.84, -379.87, -865.13
   70.02, -368.18, -881.10
   33.58, -329.42, -906.05
  -54.96, -291.78, -925.28
 -160.13, -246.52, -912.60
 -226.57, -197.09, -906.32
 -269.94, -179.92, -916.71
 -375.16, -177.53, -895.31
 -513.41, -162.99, -818.09
 -651.21, -211.03, -691.85
 -814.41, -197.66, -514.68
 -908.13, -178.09, -348.19
 -945.44, -124.42, -273.43
 -954.35, -145.94, -209.09
 -973.95, -174.22, -114.99
 -985.95, -194.29,   31.32
 -988.10, -203.72,   95.88
 -965.16, -180.75,  207.77
 -938.80, -181.73,  321.40
 -900.31, -191.24,  393.37
 -910.93, -161.45,  395.74
 -862.81, -193.69,  464.81
 -802.51, -151.80,  576.14
 -721.83,  -90.95,  692.93
 -652.07,   -3.13,  762.79
 -622.91,   92.19,  797.41
 -615.08,  120.64,  787.82
 -562.58,  114.16,  820.14
 -453.96,  173.47,  863.38
 -421.50,  171.60,  875.05
 -427.26,  251.02,  866.25
 -393.29,  368.39,  838.87
 -396.06,  499.54,  755.77
 -317.21,  568.06,  732.61
 -246.88,  583.77,  789.22
 -104.54,  591.11,  798.07
  -21.13,  555.84,  821.94
   23.59,  588.27,  807.08
   93.37,  623.85,  769.64
  101.53,  687.79,  711.76
   67.54,  726.54,  662.05
  -17.05,  854.26,  469.52
 -172.27,  909.70,  332.23
 -222.62,  929.51,  214.36
 -206.30,  962.16,  -27.77
 -173.34,  936.73, -236.58
  -84.54,  927.76, -313.60
  -75.00,  862.07, -468.16
 -133.92,  802.77, -555.83
 -177.64,  749.27, -613.44
 -180.25,  732.97, -647.23
 -184.06,  749.00, -632.90
 -204.77,  674.97, -720.04
 -336.72,  444.31, -840.93
 -471.38,  222.91, -856.36
 -504.60,  111.16, -848.50
 -480.70,  100.68, -855.12
 -444.97,  278.38, -856.98
 -473.81,  383.46, -791.05
 -439.37,  529.16, -724.14
 -432.68,  492.30, -760.42
 -467.93,  400.74, -791.75
 -506.38,  354.94, -786.30
 -439.55,  243.35, -873.71
 -410.87,    5.94, -912.09
 -267.45, -197.28, -953.58
 -222.95, -246.34, -945.70
 -294.26, -222.65, -942.17
 -249.75, -243.15, -948.95
 -249.94, -287.85, -938.16
 -296.27, -402.00, -876.84
 -369.69, -455.91, -815.46
 -486.45, -515.09, -712.13
 -518.60, -594.55, -614.73
 -627.73, -624.79, -474.13
 -625.11, -725.43, -345.21
 -602.08, -773.67, -203.89
 -620.83, -773.72, -110.99
 -747.44, -637.80, -165.50
 -800.38, -552.86, -224.22
 -664.80, -527.83, -547.94
 -492.88, -433.71, -766.68
 -394.27, -256.07, -899.15
 -357.30,  -49.64, -940.28
 -238.29,  142.27, -975.65
 -260.14,  273.80, -944.96
 -352.06,  408.52, -868.75
 -511.51,  617.29, -610.65
 -656.09,  736.68, -254.93
 -679.81,  736.99,   88.67
 -640.24,  733.21,  276.39
 -586.55,  751.13,  312.76
 -467.36,  830.60,  308.33
 -352.40,  884.28,  289.59
 -328.43,  838.97,  439.05
 -316.88,  708.47,  644.33
 -293.67,  493.10,  835.75
 -279.17,  319.10,  914.96
 -192.20,  127.86,  975.33
 -220.99,  -50.01,  983.57
 -178.34, -250.94,  962.93
 -111.04, -412.06,  921.99
  -65.57, -477.58,  872.08
  -88.10, -511.39,  861.83
  -31.60, -536.35,  855.84
  -34.04, -554.91,  827.98
  166.77, -424.12,  891.84
   36.71, -556.00,  844.36
  -53.52, -674.35,  761.39
  -25.40, -761.71,  677.78
  -72.28, -901.04,  470.66
  -74.99, -943.33,  395.47
 -116.36, -985.49,  223.82
 -174.62, -970.69,  198.25
 -265.02, -958.18,  166.25
 -333.40, -958.61,   84.89
 -356.99, -934.12,  121.58
 -404.24, -926.92,   66.60
 -517.84, -853.09,  -33.12
 -504.00, -866.31,  -96.61
 -414.82, -899.79, -168.82
 -449.06, -806.27, -393.20
 -367.77, -749.10, -543.31
 -317.25, -660.60, -701.22
 -233.97, -357.62, -939.02
 -180.81, -305.41, -963.25
 -293.64, -508.73, -818.21
 -350.88, -695.84, -655.20
 -274.76, -549.92, -825.93
 -281.64, -295.78, -929.75
 -195.86,  303.76, -964.41
 -214.81,  406.10, -911.88
 -203.29,  434.61, -906.82
 -217.64,  568.17, -821.40
 -163.60,  675.24, -754.65
    6.84,  643.36, -797.77
  124.42,  654.73, -784.84
  268.69,  632.52, -752.23
  360.87,  715.88, -623.66
  473.69,  814.98, -359.61
  502.24,  878.31,  -57.87
  445.00,  884.47,  150.19
  458.75,  775.57,  490.09
  484.54,  585.56,  664.89
  478.40,  422.86,  795.36
  443.23,  215.63,  884.27
  387.83,  122.04,  930.83
  273.52,  -62.61,  977.67
  190.67, -185.15,  984.26
  100.26, -280.11,  957.74
   82.06, -307.63,  959.27
   97.38, -411.22,  910.15
  165.38, -503.84,  848.96
  113.52, -551.44,  800.11
   28.36, -600.88,  776.71
  -24.82, -679.91,  703.62
 -119.95, -740.76,  633.91
  -36.05, -765.39,  606.16
   24.19, -811.46,  559.38
  162.86, -937.14,  272.10
  225.68, -970.68,  -82.91
  263.76, -904.21, -378.73
  355.74, -778.13, -545.77
  280.50, -547.78, -803.08
  176.72, -397.18, -915.72
   93.88, -196.40, -993.77
    9.40, -227.43, -979.14
   12.35,   31.10,-1014.83
  -29.33,  163.80,-1005.23
  -39.27,  118.58,-1010.19
  -32.72, -190.03, -980.19
  -30.95, -690.88, -735.78
 -132.05, -800.90, -570.06
